clock,covid19,others,total
11773,0,1,1
11774,0,2,2
11775,0,1,1
11776,0,1,1
11777,0,1,1
11778,0,1,1
11779,0,1,1
11780,0,2,2
11781,0,2,2
11782,0,0,0
11783,0,0,0
11784,0,0,0
11785,0,1,1
11786,0,0,0
11787,0,1,1
11788,0,1,1
11789,0,2,2
11790,0,3,3
11791,0,2,2
11792,1,2,3
11793,0,2,2
11794,0,2,2
11795,0,2,2
11796,0,2,2
11797,0,2,2
11798,0,1,1
11799,0,1,1
11800,0,1,1
11801,0,1,1
11802,0,1,1
11803,0,1,1
11804,0,1,1
11805,0,1,1
11806,0,1,1
11807,0,2,2
11808,0,2,2
11809,0,2,2
11810,0,3,3
11811,0,2,2
11812,0,2,2
11813,0,3,3
11814,0,2,2
11815,0,2,2
11816,0,2,2
11817,0,2,2
11818,0,1,1
11819,0,2,2
11820,0,2,2
11821,0,2,2
11822,0,0,0
11823,0,1,1
11824,0,2,2
11825,0,2,2
11826,0,2,2
11827,0,2,2
11828,0,3,3
11829,0,3,3
11830,0,3,3
11831,0,2,2
11832,0,2,2
11833,0,2,2
11834,0,2,2
11835,0,2,2
11836,0,3,3
11837,0,4,4
11838,0,3,3
11839,0,4,4
11840,0,5,5
11841,0,5,5
11842,0,5,5
11843,0,4,4
11844,0,5,5
11845,0,5,5
11846,0,4,4
11847,0,4,4
11848,0,5,5
11849,0,6,6
11850,0,6,6
11851,0,4,4
11852,0,4,4
11853,0,4,4
11854,0,2,2
11855,0,3,3
11856,0,3,3
11857,0,2,2
11858,0,2,2
11859,0,3,3
11860,0,3,3
11861,0,3,3
11862,0,3,3
11863,0,3,3
11864,0,3,3
11865,0,4,4
11866,0,3,3
11867,0,3,3
11868,0,4,4
11869,0,3,3
11870,0,3,3
11871,0,2,2
11872,0,3,3
11873,0,3,3
11874,0,2,2
11875,0,2,2
11876,0,2,2
11877,0,2,2
11878,0,1,1
11879,0,2,2
11880,0,2,2
11881,0,2,2
11882,0,0,0
11883,0,0,0
11884,0,1,1
11885,0,0,0
11886,0,1,1
11887,0,1,1
11888,0,1,1
11889,0,2,2
11890,0,3,3
11891,0,3,3
11892,0,2,2
11893,0,2,2
11894,0,3,3
11895,0,2,2
11896,0,3,3
11897,0,3,3
11898,0,2,2
11899,0,2,2
11900,0,2,2
11901,0,2,2
11902,0,2,2
11903,0,2,2
11904,0,2,2
11905,0,0,0
11906,0,0,0
11907,0,1,1
11908,0,1,1
11909,0,1,1
11910,0,2,2
11911,0,2,2
11912,0,3,3
11913,0,3,3
11914,0,1,1
11915,0,1,1
11916,0,1,1
11917,1,1,2
11918,1,1,2
11919,1,1,2
11920,0,1,1
11921,0,2,2
11922,0,2,2
11923,0,2,2
11924,0,0,0
11925,0,1,1
11926,0,1,1
11927,0,1,1
11928,0,1,1
11929,0,2,2
11930,0,2,2
11931,0,2,2
11932,0,2,2
11933,0,1,1
11934,0,2,2
11935,0,2,2
11936,0,1,1
11937,0,2,2
11938,0,1,1
11939,0,1,1
11940,0,1,1
11941,0,1,1
11942,0,1,1
11943,0,1,1
11944,0,2,2
11945,0,2,2
11946,0,2,2
11947,0,3,3
11948,0,2,2
11949,0,2,2
11950,0,3,3
11951,0,3,3
11952,0,3,3
11953,0,3,3
11954,0,4,4
11955,0,4,4
11956,0,4,4
11957,0,5,5
11958,0,5,5
11959,0,4,4
11960,0,5,5
11961,0,5,5
11962,0,5,5
11963,0,5,5
11964,0,3,3
11965,0,3,3
11966,0,3,3
11967,0,3,3
11968,0,4,4
11969,0,3,3
11970,0,3,3
11971,0,4,4
11972,0,5,5
11973,0,4,4
11974,0,5,5
11975,0,5,5
11976,0,5,5
11977,0,5,5
11978,0,6,6
11979,0,5,5
11980,0,5,5
11981,0,6,6
11982,0,5,5
11983,0,5,5
11984,0,5,5
11985,0,5,5
11986,0,6,6
11987,0,6,6
11988,0,5,5
11989,1,5,6
11990,1,6,7
11991,1,6,7
11992,0,5,5
11993,0,5,5
11994,0,3,3
11995,0,3,3
11996,0,4,4
11997,0,4,4
11998,0,4,4
11999,0,4,4
12000,0,4,4
12001,0,3,3
12002,0,3,3
12003,0,4,4
12004,0,3,3
12005,0,3,3
12006,0,3,3
12007,0,3,3
12008,0,4,4
12009,0,3,3
12010,0,3,3
12011,0,2,2
12012,0,3,3
12013,0,3,3
12014,0,3,3
12015,0,4,4
12016,0,2,2
12017,0,3,3
12018,0,4,4
12019,0,3,3
12020,0,3,3
12021,0,2,2
12022,0,2,2
12023,0,2,2
12024,0,1,1
12025,0,2,2
12026,0,0,0
12027,0,1,1
12028,0,0,0
12029,1,0,1
12030,0,1,1
12031,0,1,1
12032,0,1,1
12033,0,0,0
12034,0,1,1
12035,0,1,1
12036,0,1,1
12037,0,1,1
12038,0,0,0
12039,0,1,1
12040,0,1,1
12041,0,0,0
12042,0,0,0
12043,0,0,0
12044,0,0,0
12045,0,0,0
12046,0,1,1
12047,0,2,2
12048,0,2,2
12049,0,3,3
12050,0,3,3
12051,0,3,3
12052,0,2,2
12053,0,2,2
12054,0,3,3
12055,0,3,3
12056,0,1,1
12057,0,2,2
12058,1,2,3
12059,1,3,4
12060,0,4,4
12061,0,4,4
12062,0,4,4
12063,0,4,4
12064,0,4,4
12065,0,4,4
12066,0,4,4
12067,0,5,5
12068,0,5,5
12069,0,6,6
12070,0,5,5
12071,0,6,6
12072,0,5,5
12073,0,5,5
12074,0,5,5
12075,0,4,4
12076,0,4,4
12077,0,4,4
12078,0,5,5
12079,0,4,4
12080,0,5,5
12081,0,5,5
12082,0,5,5
12083,0,4,4
12084,0,5,5
12085,0,5,5
12086,0,5,5
12087,0,5,5
12088,0,3,3
12089,0,4,4
12090,0,3,3
12091,0,3,3
12092,0,3,3
12093,0,4,4
12094,0,3,3
12095,0,3,3
12096,0,4,4
12097,0,4,4
12098,0,2,2
12099,0,2,2
12100,0,2,2
12101,0,2,2
12102,0,3,3
12103,0,3,3
12104,0,3,3
12105,0,3,3
12106,0,4,4
12107,0,4,4
12108,0,4,4
12109,0,4,4
12110,0,3,3
12111,0,3,3
12112,0,2,2
12113,0,2,2
12114,0,2,2
12115,0,3,3
12116,0,4,4
12117,0,4,4
12118,0,3,3
12119,0,4,4
12120,0,3,3
12121,0,3,3
12122,0,2,2
12123,0,3,3
12124,0,2,2
12125,0,3,3
12126,0,3,3
12127,0,3,3
12128,0,3,3
12129,0,2,2
12130,0,2,2
12131,0,3,3
12132,0,2,2
12133,0,2,2
12134,0,3,3
12135,0,3,3
12136,0,3,3
12137,0,3,3
12138,0,2,2
12139,0,2,2
12140,0,3,3
12141,0,1,1
12142,0,1,1
12143,0,1,1
12144,0,1,1
12145,0,0,0
12146,0,0,0
12147,0,0,0
12148,0,0,0
12149,0,0,0
12150,0,0,0
12151,0,0,0
12152,0,0,0
12153,0,0,0
12154,0,0,0
12155,0,1,1
12156,0,0,0
12157,0,0,0
12158,0,0,0
12159,0,0,0
12160,0,0,0
12161,0,0,0
12162,0,0,0
12163,0,0,0
12164,0,0,0
12165,0,0,0
12166,0,0,0
12167,0,0,0
12168,0,0,0
12169,0,1,1
12170,0,0,0
12171,0,0,0
12172,0,0,0
12173,0,0,0
12174,0,0,0
12175,0,0,0
12176,0,0,0
12177,0,1,1
12178,0,2,2
12179,0,2,2
12180,0,1,1
12181,0,2,2
12182,0,1,1
12183,0,1,1
12184,0,2,2
12185,0,2,2
12186,0,1,1
12187,0,1,1
12188,0,0,0
12189,0,1,1
12190,0,0,0
12191,0,0,0
12192,0,0,0
12193,0,1,1
12194,0,1,1
12195,0,1,1
12196,0,1,1
12197,0,1,1
12198,0,0,0
12199,0,0,0
12200,0,1,1
12201,0,1,1
12202,0,0,0
12203,0,0,0
12204,0,0,0
12205,0,0,0
12206,0,1,1
12207,0,1,1
12208,0,1,1
12209,0,1,1
12210,0,2,2
12211,0,2,2
12212,0,2,2
12213,0,2,2
12214,0,2,2
12215,0,2,2
12216,0,2,2
12217,0,3,3
12218,0,3,3
12219,0,3,3
12220,0,3,3
12221,0,3,3
12222,0,3,3
12223,0,2,2
12224,0,2,2
12225,0,2,2
12226,0,2,2
12227,0,2,2
12228,0,2,2
12229,0,2,2
12230,0,2,2
12231,0,2,2
12232,0,3,3
12233,0,3,3
12234,0,4,4
12235,0,2,2
12236,0,2,2
12237,0,3,3
12238,0,2,2
12239,0,2,2
12240,0,3,3
12241,0,3,3
12242,0,3,3
12243,0,1,1
12244,0,1,1
12245,0,0,0
12246,0,1,1
12247,0,1,1
12248,0,1,1
12249,0,1,1
12250,0,1,1
12251,0,1,1
12252,0,1,1
12253,0,2,2
12254,0,3,3
12255,0,3,3
12256,0,3,3
12257,0,4,4
12258,0,4,4
12259,0,3,3
12260,0,3,3
12261,0,3,3
12262,0,4,4
12263,0,3,3
12264,0,3,3
12265,0,2,2
12266,0,2,2
12267,0,1,1
12268,0,2,2
12269,1,2,3
12270,1,3,4
12271,0,3,3
12272,0,3,3
12273,0,3,3
12274,0,3,3
12275,0,4,4
12276,0,4,4
12277,0,4,4
12278,0,3,3
12279,1,3,4
12280,1,3,4
12281,0,3,3
12282,1,3,4
12283,0,4,4
12284,0,4,4
12285,0,3,3
12286,0,4,4
12287,0,5,5
12288,0,1,1
12289,0,2,2
12290,0,2,2
12291,0,1,1
12292,0,1,1
12293,0,2,2
12294,0,1,1
12295,0,1,1
12296,0,1,1
12297,0,1,1
12298,0,1,1
12299,0,1,1
12300,0,2,2
12301,0,2,2
12302,0,1,1
12303,0,2,2
12304,0,2,2
12305,0,1,1
12306,0,1,1
12307,0,0,0
12308,0,0,0
12309,0,0,0
12310,0,1,1
12311,0,2,2
12312,0,2,2
12313,0,1,1
12314,0,1,1
12315,0,2,2
12316,0,2,2
12317,0,3,3
12318,0,4,4
12319,0,2,2
12320,0,3,3
12321,0,4,4
12322,0,3,3
12323,0,3,3
12324,0,3,3
12325,0,4,4
12326,0,5,5
12327,0,3,3
12328,0,3,3
12329,0,3,3
12330,0,4,4
12331,0,3,3
12332,0,3,3
12333,0,3,3
12334,0,3,3
12335,0,2,2
12336,0,2,2
12337,0,2,2
12338,0,2,2
12339,0,1,1
12340,1,1,2
12341,1,1,2
12342,1,1,2
12343,0,2,2
12344,0,3,3
12345,0,4,4
12346,1,4,5
12347,0,4,4
12348,0,4,4
12349,0,5,5
12350,0,4,4
12351,0,4,4
12352,0,5,5
12353,0,4,4
12354,0,4,4
12355,0,4,4
12356,0,4,4
12357,0,4,4
12358,0,4,4
12359,0,4,4
12360,0,4,4
12361,0,4,4
12362,0,4,4
12363,0,5,5
12364,0,5,5
12365,0,5,5
12366,0,6,6
12367,0,6,6
12368,0,6,6
12369,0,5,5
12370,0,6,6
12371,0,6,6
12372,0,6,6
12373,0,6,6
12374,0,7,7
12375,0,8,8
12376,0,7,7
12377,0,7,7
12378,0,7,7
12379,0,5,5
12380,1,5,6
12381,1,5,6
12382,1,5,6
12383,0,5,5
12384,0,5,5
12385,0,6,6
12386,0,6,6
12387,0,4,4
12388,0,4,4
12389,0,3,3
12390,0,3,3
12391,0,4,4
12392,0,3,3
12393,0,3,3
12394,0,3,3
12395,0,4,4
12396,0,3,3
12397,0,3,3
12398,0,3,3
12399,0,4,4
12400,0,4,4
12401,1,4,5
12402,0,4,4
12403,0,4,4
12404,0,5,5
12405,0,5,5
12406,0,4,4
12407,0,5,5
12408,0,5,5
12409,0,5,5
12410,0,5,5
12411,0,5,5
12412,0,4,4
12413,1,4,5
12414,0,4,4
12415,0,5,5
12416,0,5,5
12417,0,3,3
12418,0,3,3
12419,0,3,3
12420,0,4,4
12421,0,2,2
12422,0,3,3
12423,0,2,2
12424,0,2,2
12425,0,0,0
12426,0,0,0
12427,0,0,0
12428,0,0,0
12429,0,1,1
12430,0,0,0
12431,0,0,0
12432,0,0,0
12433,0,1,1
12434,0,1,1
12435,0,2,2
12436,0,3,3
12437,0,2,2
12438,0,2,2
12439,0,2,2
12440,0,2,2
12441,0,3,3
12442,0,2,2
12443,0,2,2
12444,0,1,1
12445,0,2,2
12446,0,3,3
12447,0,3,3
12448,0,3,3
12449,0,3,3
12450,0,2,2
12451,0,2,2
12452,0,2,2
12453,0,2,2
12454,0,2,2
12455,0,0,0
12456,0,0,0
12457,0,1,1
12458,0,0,0
12459,0,0,0
12460,0,0,0
12461,0,1,1
12462,0,0,0
12463,0,0,0
12464,1,0,1
12465,0,1,1
12466,0,2,2
12467,0,2,2
12468,0,2,2
12469,0,2,2
12470,0,2,2
12471,0,3,3
12472,0,3,3
12473,0,2,2
12474,0,2,2
12475,0,3,3
12476,0,3,3
12477,0,2,2
12478,0,2,2
12479,0,3,3
12480,0,3,3
12481,0,0,0
12482,0,1,1
12483,0,1,1
12484,0,2,2
12485,0,1,1
12486,0,2,2
12487,0,2,2
12488,0,1,1
12489,0,1,1
12490,0,0,0
12491,0,1,1
12492,0,1,1
12493,0,1,1
12494,0,1,1
12495,0,1,1
12496,0,1,1
12497,0,1,1
12498,0,1,1
12499,0,1,1
12500,0,0,0
12501,0,0,0
12502,0,1,1
12503,0,0,0
12504,0,0,0
12505,0,0,0
12506,0,0,0
12507,0,0,0
12508,0,1,1
12509,0,2,2
12510,0,2,2
12511,0,2,2
12512,0,2,2
12513,0,2,2
12514,0,3,3
12515,0,3,3
12516,0,4,4
12517,0,4,4
12518,0,3,3
12519,0,3,3
12520,0,2,2
12521,0,3,3
12522,0,2,2
12523,0,2,2
12524,0,3,3
12525,0,2,2
12526,0,2,2
12527,0,2,2
12528,0,2,2
12529,0,2,2
12530,0,3,3
12531,0,2,2
12532,0,2,2
12533,0,3,3
12534,0,2,2
12535,0,2,2
12536,0,3,3
12537,0,3,3
12538,0,3,3
12539,0,2,2
12540,0,2,2
12541,0,2,2
12542,0,2,2
12543,0,2,2
12544,0,3,3
12545,0,2,2
12546,0,2,2
12547,0,2,2
12548,0,2,2
12549,0,2,2
12550,0,2,2
12551,0,2,2
12552,0,3,3
12553,0,2,2
12554,0,2,2
12555,0,2,2
12556,0,2,2
12557,0,3,3
12558,0,2,2
12559,1,2,3
12560,0,2,2
12561,0,2,2
12562,0,2,2
12563,0,2,2
12564,0,3,3
12565,0,4,4
12566,0,4,4
12567,0,4,4
12568,0,4,4
12569,0,5,5
12570,0,5,5
12571,0,5,5
12572,0,5,5
12573,0,6,6
12574,0,5,5
12575,0,5,5
12576,0,5,5
12577,0,6,6
12578,0,6,6
12579,0,6,6
12580,0,6,6
12581,0,6,6
12582,0,6,6
12583,0,5,5
12584,0,6,6
12585,0,6,6
12586,0,4,4
12587,0,5,5
12588,0,5,5
12589,0,6,6
12590,0,5,5
12591,0,6,6
12592,0,5,5
12593,0,6,6
12594,0,7,7
12595,0,8,8
12596,0,8,8
12597,0,8,8
12598,0,8,8
12599,0,7,7
12600,0,8,8
12601,0,9,9
12602,0,7,7
12603,0,7,7
12604,0,7,7
12605,0,7,7
12606,0,6,6
12607,0,6,6
12608,0,6,6
12609,0,7,7
12610,0,5,5
12611,0,5,5
12612,0,4,4
12613,0,5,5
12614,0,3,3
12615,0,4,4
12616,0,5,5
12617,0,4,4
12618,0,5,5
12619,0,5,5
12620,0,5,5
12621,0,4,4
12622,0,4,4
12623,0,5,5
12624,0,5,5
12625,0,5,5
12626,0,3,3
12627,0,3,3
12628,0,4,4
12629,0,3,3
12630,0,3,3
12631,0,2,2
12632,0,2,2
12633,0,1,1
12634,0,2,2
12635,0,2,2
12636,0,3,3
12637,0,3,3
12638,0,3,3
12639,0,3,3
12640,1,3,4
12641,1,4,5
12642,0,4,4
12643,0,4,4
12644,0,4,4
12645,0,3,3
12646,0,4,4
12647,0,4,4
12648,0,4,4
12649,0,4,4
12650,0,3,3
12651,0,4,4
12652,0,4,4
12653,0,4,4
12654,0,4,4
12655,0,4,4
12656,0,4,4
12657,0,4,4
12658,0,4,4
12659,0,3,3
12660,1,3,4
12661,1,4,5
12662,1,4,5
12663,0,5,5
12664,0,5,5
12665,0,4,4
12666,0,4,4
12667,0,5,5
12668,0,4,4
12669,0,5,5
12670,0,3,3
12671,0,3,3
12672,0,3,3
12673,0,2,2
12674,0,3,3
12675,0,3,3
12676,0,2,2
12677,0,2,2
12678,0,2,2
12679,0,2,2
12680,0,2,2
12681,0,3,3
12682,0,1,1
12683,0,1,1
12684,0,1,1
12685,0,2,2
12686,0,2,2
12687,0,1,1
12688,0,2,2
12689,0,0,0
12690,0,0,0
12691,0,1,1
12692,0,1,1
12693,0,0,0
12694,0,0,0
12695,0,0,0
12696,0,0,0
12697,0,0,0
12698,0,0,0
12699,1,0,1
12700,1,0,1
12701,0,0,0
12702,0,0,0
12703,0,0,0
12704,0,1,1
12705,0,0,0
12706,0,0,0
12707,0,0,0
12708,0,0,0
12709,0,0,0
12710,0,0,0
12711,0,0,0
12712,0,0,0
12713,0,0,0
12714,0,0,0
12715,0,0,0
12716,0,0,0
12717,0,0,0
12718,0,0,0
12719,0,0,0
12720,0,0,0
12721,0,0,0
12722,0,0,0
12723,0,0,0
12724,0,1,1
12725,0,1,1
12726,0,0,0
12727,0,0,0
12728,0,0,0
12729,0,0,0
12730,0,0,0
12731,0,0,0
12732,0,0,0
12733,0,0,0
12734,0,0,0
12735,0,0,0
12736,0,0,0
12737,0,0,0
12738,0,0,0
12739,0,0,0
12740,0,0,0
12741,0,0,0
12742,0,0,0
12743,0,0,0
12744,0,0,0
12745,0,1,1
12746,0,1,1
12747,0,1,1
12748,0,0,0
12749,0,1,1
12750,0,2,2
12751,0,3,3
12752,1,3,4
12753,1,3,4
12754,1,3,4
12755,1,3,4
12756,1,4,5
12757,0,4,4
12758,0,4,4
12759,0,4,4
12760,0,4,4
12761,0,3,3
12762,0,3,3
12763,0,3,3
12764,0,3,3
12765,0,2,2
12766,0,2,2
12767,0,2,2
12768,0,3,3
12769,0,2,2
12770,0,2,2
12771,0,2,2
12772,0,3,3
12773,0,3,3
12774,0,2,2
12775,0,2,2
12776,0,2,2
12777,0,2,2
12778,0,1,1
12779,0,1,1
12780,0,2,2
12781,0,2,2
12782,0,0,0
12783,0,1,1
12784,0,1,1
12785,0,1,1
12786,0,1,1
12787,0,1,1
12788,0,1,1
12789,0,1,1
12790,0,0,0
12791,0,1,1
12792,0,1,1
12793,0,1,1
12794,0,2,2
12795,0,2,2
12796,0,1,1
12797,0,1,1
12798,0,2,2
12799,0,2,2
12800,0,2,2
12801,0,2,2
12802,0,2,2
12803,0,3,3
12804,0,3,3
12805,0,2,2
12806,1,2,3
12807,0,2,2
12808,0,2,2
12809,0,3,3
12810,0,3,3
12811,0,1,1
12812,0,2,2
12813,0,3,3
12814,0,2,2
12815,0,2,2
12816,0,2,2
12817,0,2,2
12818,0,2,2
12819,0,1,1
12820,0,2,2
12821,1,2,3
12822,1,2,3
12823,0,2,2
12824,0,3,3
12825,0,3,3
12826,0,3,3
12827,0,2,2
12828,0,3,3
12829,0,2,2
12830,0,2,2
12831,0,2,2
12832,0,3,3
12833,0,2,2
12834,0,2,2
12835,0,3,3
12836,0,3,3
12837,0,2,2
12838,0,2,2
12839,0,3,3
12840,0,2,2
12841,0,2,2
12842,0,2,2
12843,1,2,3
12844,0,2,2
12845,0,2,2
12846,0,2,2
12847,0,3,3
12848,0,3,3
12849,0,3,3
12850,0,2,2
12851,0,3,3
12852,0,3,3
12853,0,4,4
12854,0,3,3
12855,0,3,3
12856,0,3,3
12857,0,3,3
12858,0,3,3
12859,0,3,3
12860,0,3,3
12861,0,3,3
12862,0,4,4
12863,0,5,5
12864,0,6,6
12865,0,6,6
12866,0,7,7
12867,0,8,8
12868,0,7,7
12869,0,7,7
12870,0,8,8
12871,0,7,7
12872,0,8,8
12873,0,8,8
12874,0,8,8
12875,0,8,8
12876,0,9,9
12877,0,7,7
12878,0,7,7
12879,0,7,7
12880,0,8,8
12881,0,8,8
12882,0,7,7
12883,0,8,8
12884,0,8,8
12885,0,8,8
12886,0,8,8
12887,0,8,8
12888,0,8,8
12889,0,9,9
12890,0,7,7
12891,0,7,7
12892,0,7,7
12893,0,8,8
12894,0,9,9
12895,0,6,6
12896,0,6,6
12897,0,5,5
12898,0,5,5
12899,0,6,6
12900,0,6,6
12901,0,4,4
12902,0,4,4
12903,0,3,3
12904,0,3,3
12905,0,4,4
12906,0,4,4
12907,0,4,4
12908,0,3,3
12909,0,4,4
12910,0,5,5
12911,0,6,6
12912,0,7,7
12913,0,8,8
12914,0,7,7
12915,0,8,8
12916,0,8,8
12917,1,8,9
12918,1,8,9
12919,0,9,9
12920,1,9,10
12921,1,10,11
12922,1,11,12
12923,0,12,12
12924,0,13,13
12925,0,14,14
12926,0,14,14
12927,0,13,13
12928,0,14,14
12929,0,12,12
12930,0,13,13
12931,0,11,11
12932,0,12,12
12933,0,13,13
12934,0,12,12
12935,1,12,13
12936,0,12,12
12937,0,12,12
12938,0,11,11
12939,0,11,11
12940,0,11,11
12941,0,11,11
12942,0,12,12
12943,0,8,8
12944,0,9,9
12945,0,10,10
12946,0,10,10
12947,0,11,11
12948,0,11,11
12949,0,12,12
12950,0,10,10
12951,0,10,10
12952,1,10,11
12953,0,10,10
12954,0,11,11
12955,0,12,12
12956,0,5,5
12957,0,5,5
12958,0,3,3
12959,0,4,4
12960,0,4,4
12961,1,4,5
12962,0,4,4
12963,0,5,5
12964,0,5,5
12965,0,6,6
12966,0,6,6
12967,0,6,6
12968,0,6,6
12969,0,7,7
12970,1,7,8
12971,1,8,9
12972,0,8,8
12973,0,8,8
12974,0,9,9
12975,0,10,10
12976,0,11,11
12977,0,11,11
12978,0,11,11
12979,0,8,8
12980,0,9,9
12981,0,9,9
12982,0,8,8
12983,0,8,8
12984,0,8,8
12985,0,9,9
12986,0,9,9
12987,0,9,9
12988,0,9,9
12989,0,10,10
12990,0,10,10
12991,0,9,9
12992,0,10,10
12993,0,8,8
12994,0,9,9
12995,0,9,9
12996,0,9,9
12997,0,10,10
12998,0,10,10
12999,0,9,9
13000,1,9,10
13001,1,10,11
13002,0,10,10
13003,0,10,10
13004,0,10,10
13005,0,10,10
13006,0,10,10
13007,0,9,9
13008,0,9,9
13009,0,9,9
13010,0,10,10
13011,0,10,10
13012,0,10,10
13013,0,10,10
13014,0,7,7
13015,0,7,7
13016,0,7,7
13017,0,6,6
13018,1,6,7
13019,1,7,8
13020,1,7,8
13021,1,7,8
13022,0,7,7
13023,0,8,8
13024,0,6,6
13025,0,6,6
13026,0,6,6
13027,0,7,7
13028,0,6,6
13029,0,6,6
13030,0,7,7
13031,0,5,5
13032,0,5,5
13033,0,5,5
13034,0,5,5
13035,0,6,6
13036,0,6,6
13037,0,6,6
13038,0,5,5
13039,0,5,5
13040,0,6,6
13041,0,7,7
13042,0,7,7
13043,0,7,7
13044,0,6,6
13045,0,6,6
13046,0,6,6
13047,0,6,6
13048,0,6,6
13049,0,6,6
13050,0,4,4
13051,0,4,4
13052,0,4,4
13053,0,5,5
13054,0,6,6
13055,0,4,4
13056,0,5,5
13057,0,6,6
13058,0,5,5
13059,1,5,6
13060,0,5,5
13061,0,5,5
13062,0,5,5
13063,0,5,5
13064,0,5,5
13065,0,5,5
13066,0,6,6
13067,0,6,6
13068,0,5,5
13069,0,6,6
13070,0,5,5
13071,0,6,6
13072,0,6,6
13073,0,6,6
13074,0,7,7
13075,0,7,7
13076,0,8,8
13077,0,6,6
13078,0,6,6
13079,0,6,6
13080,0,4,4
13081,0,5,5
13082,0,5,5
13083,0,5,5
13084,0,6,6
13085,0,5,5
13086,0,6,6
13087,0,6,6
13088,0,7,7
13089,0,8,8
13090,0,6,6
13091,0,7,7
13092,0,7,7
13093,0,8,8
13094,0,7,7
13095,0,8,8
13096,0,8,8
13097,0,8,8
13098,0,8,8
13099,0,8,8
13100,0,8,8
13101,0,8,8
13102,0,8,8
13103,0,7,7
13104,0,7,7
13105,0,8,8
13106,0,9,9
13107,1,9,10
13108,0,9,9
13109,1,9,10
13110,1,9,10
13111,1,10,11
13112,0,10,10
13113,0,10,10
13114,0,10,10
13115,0,10,10
13116,0,11,11
13117,0,11,11
13118,0,12,12
13119,0,12,12
13120,0,13,13
13121,0,13,13
13122,0,13,13
13123,0,13,13
13124,0,13,13
13125,0,13,13
13126,0,10,10
13127,0,11,11
13128,0,7,7
13129,0,7,7
13130,0,8,8
13131,0,7,7
13132,1,7,8
13133,1,7,8
13134,1,7,8
13135,1,7,8
13136,1,8,9
13137,0,8,8
13138,0,9,9
13139,0,9,9
13140,0,9,9
13141,0,9,9
13142,0,1,1
13143,0,2,2
13144,0,2,2
13145,0,2,2
13146,0,2,2
13147,0,2,2
13148,0,2,2
13149,0,2,2
13150,0,2,2
13151,0,2,2
13152,0,2,2
13153,0,3,3
13154,0,4,4
13155,0,3,3
13156,0,4,4
13157,0,4,4
13158,0,4,4
13159,0,3,3
13160,0,4,4
13161,0,4,4
13162,0,4,4
13163,0,4,4
13164,0,4,4
13165,0,4,4
13166,0,4,4
13167,0,4,4
13168,0,4,4
13169,0,4,4
13170,0,3,3
13171,0,4,4
13172,0,4,4
13173,0,2,2
13174,0,2,2
13175,0,2,2
13176,0,2,2
13177,0,2,2
13178,0,2,2
13179,0,2,2
13180,0,3,3
13181,0,1,1
13182,0,1,1
13183,0,0,0
13184,1,0,1
13185,0,1,1
13186,0,1,1
13187,0,1,1
13188,0,1,1
13189,0,0,0
13190,0,1,1
13191,0,0,0
13192,0,0,0
13193,0,1,1
13194,0,0,0
13195,0,0,0
13196,0,1,1
13197,0,1,1
13198,0,1,1
13199,0,0,0
13200,0,0,0
13201,0,0,0
13202,0,1,1
13203,0,0,0
13204,0,0,0
13205,0,0,0
13206,0,1,1
13207,0,1,1
13208,0,1,1
13209,0,0,0
13210,0,1,1
13211,0,2,2
13212,0,1,1
13213,0,1,1
13214,0,2,2
13215,0,2,2
13216,0,2,2
13217,0,1,1
13218,0,1,1
13219,0,2,2
13220,0,2,2
13221,0,2,2
13222,0,3,3
13223,0,2,2
13224,0,2,2
13225,0,2,2
13226,0,3,3
13227,0,2,2
13228,0,3,3
13229,0,3,3
13230,0,2,2
13231,0,2,2
13232,0,2,2
13233,0,2,2
13234,0,2,2
13235,0,2,2
13236,0,2,2
13237,0,1,1
13238,0,2,2
13239,0,2,2
13240,0,3,3
13241,0,3,3
13242,0,2,2
13243,0,2,2
13244,0,2,2
13245,0,2,2
13246,0,3,3
13247,0,4,4
13248,0,3,3
13249,0,4,4
13250,0,5,5
13251,0,5,5
13252,0,5,5
13253,0,4,4
13254,0,5,5
13255,0,5,5
13256,0,5,5
13257,0,5,5
13258,0,4,4
13259,0,4,4
13260,0,5,5
13261,0,5,5
13262,0,6,6
13263,0,5,5
13264,0,6,6
13265,0,5,5
13266,0,6,6
13267,0,6,6
13268,0,5,5
13269,0,6,6
13270,0,6,6
13271,0,6,6
13272,0,6,6
13273,1,6,7
13274,0,7,7
13275,0,7,7
13276,0,7,7
13277,0,6,6
13278,0,7,7
13279,0,6,6
13280,0,6,6
13281,0,6,6
13282,0,6,6
13283,0,6,6
13284,0,7,7
13285,0,6,6
13286,0,6,6
13287,0,7,7
13288,0,8,8
13289,0,8,8
13290,0,8,8
13291,0,8,8
13292,0,8,8
13293,0,9,9
13294,0,7,7
13295,0,8,8
13296,0,9,9
13297,0,9,9
13298,0,9,9
13299,0,10,10
13300,0,10,10
13301,0,11,11
13302,0,11,11
13303,0,11,11
13304,0,11,11
13305,0,11,11
13306,0,11,11
13307,0,10,10
13308,0,10,10
13309,0,10,10
13310,0,10,10
13311,0,11,11
13312,0,11,11
13313,0,12,12
13314,0,10,10
13315,0,11,11
13316,0,10,10
13317,0,10,10
13318,0,10,10
13319,0,9,9
13320,0,9,9
13321,0,8,8
13322,0,9,9
13323,0,5,5
13324,0,5,5
13325,0,5,5
13326,0,5,5
